Agency,Platform,Url,Date Sampled,Likes/Followers/Visits/Downloads
DOH,Pinterest,http://pinterest.com/nychealth,7/5/2012 0:00,
FDNY,Pinterest,http://pinterest.com/fdnyhome/,7/5/2012 0:00,
DRIS,Pinterest,http://pinterest.com/recordsnyc,7/5/2012 0:00,
DOE,SMS,877877,7/5/2012 0:00,"1,253"
NYCHA,SMS,,7/5/2012 0:00,"8,300"
OEM,SMS,,7/5/2012 0:00,"44,547"
NYC Digital,Tumblr,http://nycdigital.tumblr.com,7/5/2012 0:00,"8,774"
Change By Us,Tumblr,http://nycchangebyus.tumblr.com/,7/5/2012 0:00,
DOB,Tumblr,http://nycbuildings.tumblr.com,7/5/2012 0:00,
DOH,Tumblr,http://nychealth.tumblr.com/,7/5/2012 0:00,54
DOH,Tumblr,http://mygooddognyc.tumblr.com/,7/5/2012 0:00,
DOT,Tumblr,http://thedailypothole.tumblr.com ,7/5/2012 0:00,"3,668"
EDC,Tumblr,http://nycedc.tumblr.com/,7/5/2012 0:00,"18,480"
HRA,Tumblr,http://nycdads.tumblr.com,7/5/2012 0:00,
NYC & Co,Tumblr,nycgo.tumblr.com,7/5/2012 0:00,"1,061"
NYC Digital,Tumblr,madeinny.tumblr.com,7/5/2012 0:00,
NYC Digital,Tumblr,http://nycopendata.tumblr.com,7/5/2012 0:00,337
NYC Gov,Tumblr,nycgov.tumblr.com,7/5/2012 0:00,"11,496"
OEM,Tumblr,http://nyccert.tumblr.com/,7/5/2012 0:00,22
DOT,Broadcastr,,11/2/2012 0:00,
OEM,Tumblr,http://nyccitizencorpscouncil.tumblr.com/,7/5/2012 0:00,22
OMB,Tumblr,http://nycarra.tumblr.com,7/5/2012 0:00,"3,205"
TLC,Tumblr,http://nyctlc.tumblr.com/,7/5/2012 0:00,
OEM,Tumblr,http://oempublicprivate.tumblr.com/,7/5/2012 0:00,2
DOITT,Tumblr,http://nycdoitt.tumblr.com/,7/5/2012 0:00,
Young Mens Initiative,Tumblr,http://nycyoungmen.tumblr.com ,7/5/2012 0:00,
SBS,Tumblr,http://nycheighborhoods.tumblr.com,7/5/2012 0:00,
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,7/5/2012 0:00,31
SBS,Twitter,https://twitter.com/NYCWorkforce1,7/5/2012 0:00,492
City Store,Twitter,http://twitter.com/citystorenyc,7/5/2012 0:00,287
LPC,Twitter,https://twitter.com/NYCLPC,7/5/2012 0:00,595
DOE,Twitter,http://twitter.com/alumny,7/5/2012 0:00,169
OEM,Twitter,http://twitter.com/NYCOEM,7/5/2012 0:00,5
NYC & Co,Twitter,http://twitter.com/nycgoshop,7/5/2012 0:00,370
LMEC,Twitter,http://twitter.com/nyclmew,7/5/2012 0:00,391
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,7/5/2012 0:00,280
HRA,Twitter,http://twitter.com/nychra,7/5/2012 0:00,707
NYC Digital,Twitter,http://twitter.com/nycdigital,7/5/2012 0:00,"2,175"
energyNYC,Twitter,http://twitter.com/energy_nyc,7/5/2012 0:00,698
DFTA,Twitter,http://twitter.com/NYCaging,7/5/2012 0:00,731
DOE,Twitter,http://twitter.com/TheFundforPS,7/5/2012 0:00,
MOPD,Twitter,http://twitter.com/nyc_mopd,7/5/2012 0:00,712
NYCCFB,Twitter,http://twitter.com/NYCCFB,7/5/2012 0:00,734
EDC,Twitter,http://twitter.com/AppSciNYC,7/5/2012 0:00,"1,380"
DOB: Cool Roofs,Twitter,http://twitter.com/nycCoolRoofs,7/5/2012 0:00,955
DOE,Twitter,http://twitter.com/nyctf,7/5/2012 0:00,807
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,7/5/2012 0:00,935
City Charter,Twitter,http://twitter.com/CityCharterNYC,7/5/2012 0:00,805
DFTA,Twitter,http://www.twitter.com/timebanksnyc,7/5/2012 0:00,880
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,7/5/2012 0:00,"1,552"
MOME,Twitter,http://www.twitter.com/madeinny,7/5/2012 0:00,"2,648"
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,7/5/2012 0:00,"1,720"
DOI,Twitter,http://twitter.com/DOINews,7/5/2012 0:00,"1,941"
DCA,Twitter,http://twitter.com/nycdca,7/5/2012 0:00,"2,314"
DOE,Twitter,http://twitter.com/iteachnyc,7/5/2012 0:00,"1,562"
CAU,Twitter,www.twitter.com/mayorscau,7/5/2012 0:00,"2,043"
HHC,Twitter,http://twitter.com/HHCnyc,7/5/2012 0:00,"2,963"
MOIA,Twitter,https://twitter.com/NYCimmigrants,7/5/2012 0:00,"2,226"
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,7/5/2012 0:00,"2,965"
DEP,Twitter,http://twitter.com/nycwater,7/5/2012 0:00,"3,631"
DOITT,Twitter,http://twitter.com/nycdoitt,7/5/2012 0:00,"3,525"
PlaNYC,Twitter,http://twitter.com/PlaNYC,7/5/2012 0:00,"3,740"
DYCD,Twitter,http://twitter.com/nycyouth,7/5/2012 0:00,"3,214"
NYCService,Twitter,http://twitter.com/nycservice,7/5/2012 0:00,"3,560"
TLC,Twitter,http://twitter.com/NYCTaxi,7/5/2012 0:00,"3,661"
DOB,Twitter,http://twitter.com/nyc_buildings,7/5/2012 0:00,"4,304"
NYCHA,Twitter,http://twitter.com/NYCHA,7/5/2012 0:00,"4,327"
MOME,Twitter,http://www.twitter.com/nyc_media,7/5/2012 0:00,"8,086"
EDC,Twitter,http://twitter.com/nycedc,7/5/2012 0:00,"8,497"
DOH,Twitter,http://twitter.com/nycHealthy,7/5/2012 0:00,"9,800"
NYC Digital,Twitter,http://twitter.com/nycgov,7/5/2012 0:00,"27,896"
311,Twitter,http://www.twitter.com/NYCASP,7/5/2012 0:00,"11,045"
DOT,Twitter,http://twitter.com/NYC_DOT,7/5/2012 0:00,"16,525"
FDNY,Twitter,http://www.twitter.com/FDNY,7/5/2012 0:00,"30,826"
DOE,Twitter,http://twitter.com/NYCSchools,7/5/2012 0:00,"24,145"
DPR,Twitter,http://twitter.com/NYCParks,7/5/2012 0:00,"24,496"
NYPD,Twitter,http://twitter.com/NYPDnews,7/5/2012 0:00,"36,805"
311,Twitter,http://www.twitter.com/311NYC,7/5/2012 0:00,"29,922"
OEM,Twitter,http://twitter.com/NotifyNYC,7/5/2012 0:00,"40,601"
NYC & Co,Twitter,http://twitter.com/nycgo,7/5/2012 0:00,"59,402"
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,7/5/2012 0:00,"68,051"
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,7/5/2012 0:00,"1,293"
DHS,Twitter,www.twitter.com/nycdhs,7/5/2012 0:00,418
DOF,Twitter,https://twitter.com/nycfinance,7/5/2012 0:00,883
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,7/5/2012 0:00,388
DSNY,Twitter,www.twitter.com/nycrecycles,7/5/2012 0:00,68
FDNY,Twitter,https://twitter.com/joinFDNY,7/5/2012 0:00,"1,620"
Materials for the Arts,Twitter,https://twitter.com/mftanyc,7/5/2012 0:00,"2,132"
MOAE,Twitter,http://twitter.com/youcantoonyc,7/5/2012 0:00,42
NYC Digital,Twitter,https://twitter.com/nycgob,7/5/2012 0:00,240
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,7/5/2012 0:00,250
NYCCFB,Twitter,http://twitter.com/NYCVotes,7/5/2012 0:00,294
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,7/5/2012 0:00,168
Prob,Twitter,www.twitter.com/nycprobation,7/5/2012 0:00,218
Vets,Twitter,http://twitter.com/NYCVeterans,7/5/2012 0:00,331
DRIS,Twitter,https://twitter.com/NYCRecords,7/5/2012 0:00,
YMI,Twitter,http://www.twitter.com/nycyoungmen,7/5/2012 0:00,
DOE,Vimeo,http://vimeo.com/nycschools,7/5/2012 0:00,
NYCSevereWeather,WordPress,http://nycsevereweather.wordpress.com/,7/5/2012 0:00,
311,WordPress,http://311nyc.wordpress.com/,7/5/2012 0:00,
DOITT,WordPress,http://nycitymap.wordpress.com/,7/5/2012 0:00,
DOITT,WordPress,http://nycitt.wordpress.com/,7/5/2012 0:00,
HHS,WordPress,http://hsdatanyc.wordpress.com/,7/5/2012 0:00,
HHS,WordPress,http://hsdata-nyc.org,7/5/2012 0:00,
LMEC,WordPress,http://lmew.wordpress.com/,7/5/2012 0:00,
Materials for the Arts,WordPress,http://mfta.wordpress.com/,7/5/2012 0:00,"4,647"
MOIA,WordPress,http://ihwnyc.wordpress.com,7/5/2012 0:00,
SBS,WordPress,http://nycworkforce1partners.wordpress.com/,7/5/2012 0:00,
SBS,WordPress,http://workforce1.org,7/5/2012 0:00,
SimpliCity,WordPress,http://nycsimplicity.wordpress.com/,7/5/2012 0:00,
DOE,YouTube,http://www.youtube.com/thefundforps,7/5/2012 0:00,1
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,7/5/2012 0:00,0
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,7/5/2012 0:00,6
Probation,YouTube,http://www.youtube.com/NYCProbation,7/5/2012 0:00,9
DOITT,YouTube,http://www.youtube.com/doittnews,7/5/2012 0:00,30
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,7/5/2012 0:00,15
HRA,YouTube,http://www.youtube.com/user/HRANYC,7/5/2012 0:00,31
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,7/5/2012 0:00,35
HHC,YouTube,http://www.youtube.com/HHCnyc,7/5/2012 0:00,43
DOE,YouTube,http://www.youtube.com/nycschools,7/5/2012 0:00,44
DYCD,YouTube,http://www.youtube.com/dycdnyc,7/5/2012 0:00,55
OEM,YouTube,http://www.youtube.com/nycoem,7/5/2012 0:00,74
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,7/5/2012 0:00,87
EDC,YouTube,http://www.youtube.com/NYCEDC,7/5/2012 0:00,135
MOME,YouTube,http://www.youtube.com/nycmedia25,7/5/2012 0:00,187
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,7/5/2012 0:00,260
DOT,YouTube,http://www.youtube.com/NYCDOT,7/5/2012 0:00,331
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,7/5/2012 0:00,684
NYPD,YouTube,http://www.youtube.com/nypd,7/5/2012 0:00,"3,070"
DOH,YouTube,http://www.youtube.com/NYCHealth,7/5/2012 0:00,149
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,7/5/2012 0:00,"1,447"
Child Services,Youtube,http://www.youtube.com/user/childservices,7/5/2012 0:00,7
DCA,YouTube,http://www.youtube.com/nycdca,7/5/2012 0:00,21
DOC,YouTube,http://www.youtube.com/user/OFFICIALNYCDOC,7/5/2012 0:00,0
DOH,Youtube,http://www.youtube.com/user/drinkingsugar,7/5/2012 0:00,210
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,7/5/2012 0:00,6
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,7/5/2012 0:00,2
Mayor's Fund,Youtube,http://www.youtube.com/mayorsfundnyc,7/5/2012 0:00,6
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,7/5/2012 0:00,10
NYC Gov,YouTube,http://www.youtube.com/nycgov,7/5/2012 0:00,16
NYC Water,Youtube,http://www.youtube.com/nycwater,7/5/2012 0:00,17
Veteran's Affairs,Youtube,http://www.youtube.com/channel/UCi6IvOszIb3hHPMUsaNKyXA,7/5/2012 0:00,0
DRIS,YouTube,http://www.youtube.com/nycdeptofrecords,7/5/2012 0:00,
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,7/5/2012 0:00,786
nycgov,Google+,https://plus.google.com/u/0/b/104030911277642419611/104030911277642419611/posts/p/pub,7/5/2012 0:00,
TOTAL,TOTAL,TOTAL,7/5/2012 0:00,"2,324,933"
DOH,Android,Condom Finder,8/2/2012 0:00,
DOT,Android,You The Man,8/2/2012 0:00,102
MOME,Android,MiNY Venor app,8/2/2012 0:00,343
DOT,Broadcastr,,8/2/2012 0:00,
HHC,Facebook,http://www.facebook.com/nychhc,8/2/2012 0:00,"1,241"
DPR,Broadcastr,http://beta.broadcastr.com/Echo.html?audioId=670026-4001,8/2/2012 0:00,
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,8/2/2012 0:00,14
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,8/2/2012 0:00,137
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,8/2/2012 0:00,234
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,8/2/2012 0:00,228
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,8/2/2012 0:00,280
MOIA,Facebook,http://www.facebook.com/ihwnyc,8/2/2012 0:00,360
City Store,Facebook,http://www.facebook.com/citystorenyc,8/2/2012 0:00,280
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,8/2/2012 0:00,332
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,8/2/2012 0:00,275
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,8/2/2012 0:00,395
DOB: UrbanCanvas,Facebook,http://www.facebook.com/NYCurbancanvas,8/2/2012 0:00,292
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,8/2/2012 0:00,382
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,8/2/2012 0:00,366
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,8/2/2012 0:00,303
DFTA,Facebook,http://www.facebook.com/timebanksnyc,8/2/2012 0:00,318
DOB: Cool Roofs,Facebook,http://www.facebook.com/coolroofs?sk=wall,8/2/2012 0:00,481
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,8/2/2012 0:00,394
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,8/2/2012 0:00,455
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,8/2/2012 0:00,456
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,8/2/2012 0:00,441
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,8/2/2012 0:00,290
Vets,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,8/2/2012 0:00,464
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,8/2/2012 0:00,305
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,8/2/2012 0:00,599
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,8/2/2012 0:00,887
SICB1,Facebook,https://www.facebook.com/CB1SI,8/2/2012 0:00,370
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,8/2/2012 0:00,500
DCA,Facebook,http://www.facebook.com/NYCDCA,8/2/2012 0:00,628
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,8/2/2012 0:00,572
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,8/2/2012 0:00,527
NYCHA,Facebook,http://www.facebook.com/NYCHA,8/2/2012 0:00,"1,166"
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,8/2/2012 0:00,"1,157"
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,8/2/2012 0:00,"1,734"
Culture,Facebook,https://www.facebook.com/piypnyc,8/2/2012 0:00,"1,039"
SBS,Facebook,http://www.facebook.com/NYCBusiness,8/2/2012 0:00,"1,261"
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,8/2/2012 0:00,"1,033"
DOT,Facebook,http://www.facebook.com/YouTheManNYC,8/2/2012 0:00,"1,100"
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,8/2/2012 0:00,"2,505"
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,8/2/2012 0:00,"1,240"
GreeNYC,Facebook,https://www.facebook.com/birdienyc,8/2/2012 0:00,"1,575"
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,8/2/2012 0:00,"1,619"
DOH,Facebook,http://www.facebook.com/NYCKnows,8/2/2012 0:00,"1,822"
DOE,Facebook,http://www.facebook.com/nycgrads,8/2/2012 0:00,"1,820"
DEP,Facebook,http://www.facebook.com/nycwater,8/2/2012 0:00,"2,809"
MOME,Facebook,https://www.facebook.com/NYCMedia,8/2/2012 0:00,"3,286"
EDC,Facebook,http://www.facebook.com/NYCEDC,8/2/2012 0:00,"3,727"
SBS - Workforce1,Facebook,http://www.facebook.com/nycworkforce1,8/2/2012 0:00,"5,390"
DOT,Facebook,http://www.facebook.com/NYCDOT,8/2/2012 0:00,"4,220"
EDC,Facebook,http://www.facebook.com/AppSciNYC,8/2/2012 0:00,"3,956"
DYCD,Facebook,http://www.facebook.com/nycyouth,8/2/2012 0:00,"5,066"
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,8/2/2012 0:00,"39,816"
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,8/2/2012 0:00,"5,811"
FDNY,Flickr,http://www.flickr.com/groups/fdny-ems,8/2/2012 0:00,
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,8/2/2012 0:00,"5,634"
NYCService,Facebook,http://www.facebook.com/nycservice,8/2/2012 0:00,"5,894"
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,8/2/2012 0:00,"12,484"
DOH,Facebook,http://www.facebook.com/nycquits,8/2/2012 0:00,"9,962"
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,8/2/2012 0:00,"7,872"
DOE,Facebook,http://www.facebook.com/fundforpublicschools,8/2/2012 0:00,"8,357"
DPR,Facebook,http://www.facebook.com/nycparks,8/2/2012 0:00,"17,286"
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,8/2/2012 0:00,"14,637"
DOE,Facebook,http://www.facebook.com/NYCschools,8/2/2012 0:00,"22,141"
DOH,Facebook,http://www.facebook.com/NYCcondom,8/2/2012 0:00,"18,940"
NYC & Co,Facebook,http://www.facebook.com/nycgo,8/2/2012 0:00,"47,306"
FDNY,Facebook,http://www.facebook.com/FDNYhome,8/2/2012 0:00,"88,501"
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,8/2/2012 0:00,20
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,8/2/2012 0:00,118
DOB,Facebook,http://www.facebook.com/NYCBuildings,8/2/2012 0:00,"1,215"
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,8/2/2012 0:00,246
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,8/2/2012 0:00,800
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,8/2/2012 0:00,78
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,8/2/2012 0:00,236
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,8/2/2012 0:00,"3,098"
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,8/2/2012 0:00,116
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,8/2/2012 0:00,"2,005"
MOME,Facebook,http://www.facebook.com/NYCMINY,8/2/2012 0:00,"2,233"
NYC Gov,Facebook,http://www.facebook.com/nycgov,8/2/2012 0:00,"28,667"
NYCCFB,Facebook,http://www.facebook.com/nycvotes,8/2/2012 0:00,174
NYPD,Facebook,https://www.facebook.com/NYPD,8/2/2012 0:00,"64,524"
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,8/2/2012 0:00,22
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,8/2/2012 0:00,45
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,8/2/2012 0:00,33
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,8/2/2012 0:00,35
DOITT,Tumblr,http://nycdoitt.tumblr.com/,8/2/2012 0:00,
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,8/2/2012 0:00,342
DEP,Flickr,http://www.flickr.com/photos/nycep,8/2/2012 0:00,
DOB,Flickr,http://www.flickr.com/photos/nyc_buildings/,8/2/2012 0:00,
DOE,Flickr,http://www.flickr.com/photos/nycschools,8/2/2012 0:00,
DOITT,Flickr,http://www.flickr.com/photos/nyc_doitt,8/2/2012 0:00,
DOT,Flickr,http://www.flickr.com/photos/nycstreets,8/2/2012 0:00,
DPR,Flickr,http://www.flickr.com/photos/nycparks/,8/2/2012 0:00,
DSNY,Flickr,http://flickr.com/nycrecyclemore,8/2/2012 0:00,
EDC,Flickr,http://www.flickr.com/nycedc,8/2/2012 0:00,
HHC,Flickr,http://www.flickr.com/hhcnyc,8/2/2012 0:00,
LMEC,Flickr,http://www.flickr.com/photos/nyclatinmedia/,8/2/2012 0:00,
LPC,Flickr,http://www.flickr.com/photos/nyclandmarks,8/2/2012 0:00,
Materials for the Arts,Flickr,http://www.flickr.com/photos/materialsforthearts,8/2/2012 0:00,
Mayor's Office,Flickr,http://www.flickr.com/photos/nycmayorsoffice/,8/2/2012 0:00,
NYC Digital,Flickr,http://www.flickr.com/photos/nycdigital/,8/2/2012 0:00,
NYCHA,Flickr,http://www.flickr.com/photos/nychapics,8/2/2012 0:00,
PlaNYC,Flickr,http://www.flickr.com/photos/planyc/,8/2/2012 0:00,
Prob,Flickr,http://www.flickr.com/photos/nycprobation/,8/2/2012 0:00,
SnowUpdate,Flickr,http://www.flickr.com/groups/1604085@N23/,8/2/2012 0:00,
HRA,Flickr,http://www.flickr.com/people/nychra/,8/2/2012 0:00,
DSNY,Flickr,http://www.flickr.com/photos/86722064@N03/,8/2/2012 0:00,
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,8/2/2012 0:00,87
DOH,Foursquare,https://foursquare.com/nychealthy,8/2/2012 0:00,0
DOT,Foursquare,http://foursquare.com/user/7474166,8/2/2012 0:00,4
DPR,Foursquare,https://foursquare.com/nycparks,8/2/2012 0:00,"15,469"
EDC,Foursquare,https://foursquare.com/user/3045331,8/2/2012 0:00,19
FDNY,Foursquare,https://foursquare.com/fdny,8/2/2012 0:00,430
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,8/2/2012 0:00,11
NYC Gov,Foursquare,http://foursquare.com/nycgov,8/2/2012 0:00,"26,102"
NYC Gov,Foursquare (Badge Unlock),https://foursquare.com/nycgov,8/2/2012 0:00,"11,256"
NYCHA,Foursquare,https://foursquare.com/nycha,8/2/2012 0:00,55
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,8/2/2012 0:00,"5,995"
DOT,Instagram,http://web.stagram.com/n/nyc_dot,8/2/2012 0:00,
DOH,iPhone,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,8/2/2012 0:00,"10,336"
311,iPhone App,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,8/2/2012 0:00,"25,736"
DOH,iPhone app,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,8/2/2012 0:00,"28,000"
DSNY,iPhone App,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,8/2/2012 0:00,869
DSNY,iPhone App,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,8/2/2012 0:00,804
DOT,iPhone app,You The Man,8/2/2012 0:00,"2,713"
Mayor's Office,iPhone App,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,8/2/2012 0:00,"5,641"
MOME,iPhone App,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,8/2/2012 0:00,"2,441"
MOME,iPhone App,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,8/2/2012 0:00,350
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,8/2/2012 0:00,277
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,8/2/2012 0:00,"2,203"
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,8/2/2012 0:00,"21,397"
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,8/2/2012 0:00,985
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,8/2/2012 0:00,"4,565"
LPC,Twitter,https://twitter.com/NYCLPC,8/2/2012 0:00,631
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,8/2/2012 0:00,113
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,8/2/2012 0:00,156
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,8/2/2012 0:00,"2,181"
SBS,Linked-In,http://www.linkedin.com/company/workforce1,8/2/2012 0:00,619
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,8/2/2012 0:00,152
DOE,Newsletter,,8/2/2012 0:00,"370,351"
DOT,Newsletter,,8/2/2012 0:00,"80,831"
NYC Digital: external newsletter,Newsletter,,8/2/2012 0:00,193
NYC Gov,Newsletter,0,8/2/2012 0:00,"594,039"
NYCHA,Newsletter,,8/2/2012 0:00,"44,983"
OEM,Newsletter,,8/2/2012 0:00,"47,473"
,nyc.gov,2800000,8/2/2012 0:00,
nycgov,Pinterest,http://pinterest.com/nycgov,8/2/2012 0:00,
DOH,Pinterest,http://pinterest.com/nychealth,8/2/2012 0:00,2
FDNY,Pinterest,http://pinterest.com/fdnyhome/,8/2/2012 0:00,36
DRIS,Pinterest,http://pinterest.com/recordsnyc,8/2/2012 0:00,
DOE,SMS,877877,8/2/2012 0:00,"1,253"
NYCHA,SMS,,8/2/2012 0:00,"8,300"
OEM,SMS,,8/2/2012 0:00,"44,547"
NYC Digital,Tumblr,http://nycdigital.tumblr.com,8/2/2012 0:00,"10,993"
Change By Us,Tumblr,http://nycchangebyus.tumblr.com/,8/2/2012 0:00,
DOB,Tumblr,http://nycbuildings.tumblr.com,8/2/2012 0:00,
DOH,Tumblr,http://nychealth.tumblr.com/,8/2/2012 0:00,54
DOH,Tumblr,http://mygooddognyc.tumblr.com/,8/2/2012 0:00,
DOT,Tumblr,http://thedailypothole.tumblr.com ,8/2/2012 0:00,"3,668"
EDC,Tumblr,http://nycedc.tumblr.com/,8/2/2012 0:00,"18,480"
HRA,Tumblr,http://nycdads.tumblr.com,8/2/2012 0:00,
NYC & Co,Tumblr,nycgo.tumblr.com,8/2/2012 0:00,"1,061"
NYC Digital,Tumblr,madeinny.tumblr.com,8/2/2012 0:00,81
NYC Digital,Tumblr,http://nycopendata.tumblr.com,8/2/2012 0:00,337
NYC Gov,Tumblr,nycgov.tumblr.com,8/2/2012 0:00,"14,337"
OEM,Tumblr,http://nyccert.tumblr.com/,8/2/2012 0:00,22
OEM,Tumblr,http://nyccitizencorpscouncil.tumblr.com/,8/2/2012 0:00,22
OMB,Tumblr,http://nycarra.tumblr.com,8/2/2012 0:00,"3,205"
TLC,Tumblr,http://nyctlc.tumblr.com/,8/2/2012 0:00,
OEM,Tumblr,http://oempublicprivate.tumblr.com/,8/2/2012 0:00,2
Young Mens Initiative,Tumblr,http://nycyoungmen.tumblr.com ,8/2/2012 0:00,
