Agency,Platform,Url,Date Sampled,Likes/Followers/Visits/Downloads
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,11/17/2011 0:00,284
Vets,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,11/17/2011 0:00,305
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,11/17/2011 0:00,294
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,11/17/2011 0:00,354
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,11/17/2011 0:00,351
SICB1,Facebook,https://www.facebook.com/CB1SI,11/17/2011 0:00,325
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,11/17/2011 0:00,352
DCA,Facebook,http://www.facebook.com/NYCDCA,11/17/2011 0:00,361
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,11/17/2011 0:00,371
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,11/17/2011 0:00,383
NYCHA,Facebook,http://www.facebook.com/NYCHA,11/17/2011 0:00,537
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,11/17/2011 0:00,606
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,11/17/2011 0:00,782
Culture,Facebook,https://www.facebook.com/piypnyc,11/17/2011 0:00,693
SBS,Facebook,http://www.facebook.com/NYCBusiness,11/17/2011 0:00,775
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,11/17/2011 0:00,789
DOT,Facebook,http://www.facebook.com/YouTheManNYC,11/17/2011 0:00,873
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,11/17/2011 0:00,969
HHC,Facebook,http://www.facebook.com/nychhc,11/17/2011 0:00,997
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,11/17/2011 0:00,"1,096"
GreeNYC,Facebook,https://www.facebook.com/birdienyc,11/17/2011 0:00,"1,203"
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,11/17/2011 0:00,"1,295"
DOH,Facebook,http://www.facebook.com/NYCKnows,11/17/2011 0:00,"1,560"
DOE,Facebook,http://www.facebook.com/nycgrads,11/17/2011 0:00,"1,840"
DEP,Facebook,http://www.facebook.com/nycwater,11/17/2011 0:00,"2,059"
MOME,Facebook,https://www.facebook.com/NYCMedia,11/17/2011 0:00,"2,484"
EDC,Facebook,http://www.facebook.com/NYCEDC,11/17/2011 0:00,"2,748"
SBS - Workforce1,Facebook,http://www.facebook.com/nycworkforce1,11/17/2011 0:00,"3,501"
DOT,Facebook,http://www.facebook.com/NYCDOT,11/17/2011 0:00,"3,267"
EDC,Facebook,http://www.facebook.com/AppSciNYC,11/17/2011 0:00,"3,503"
DYCD,Facebook,http://www.facebook.com/nycyouth,11/17/2011 0:00,"4,182"
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,11/17/2011 0:00,"5,927"
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,11/17/2011 0:00,"4,403"
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,11/17/2011 0:00,"4,727"
NYCService,Facebook,http://www.facebook.com/nycservice,11/17/2011 0:00,"5,171"
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,11/17/2011 0:00,"5,991"
DOH,Facebook,http://www.facebook.com/nycquits,11/17/2011 0:00,"6,576"
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,11/17/2011 0:00,"7,389"
DOE,Facebook,http://www.facebook.com/fundforpublicschools,11/17/2011 0:00,"8,206"
DPR,Facebook,http://www.facebook.com/nycparks,11/17/2011 0:00,"11,756"
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,11/17/2011 0:00,"13,389"
DOE,Facebook,http://www.facebook.com/NYCschools,11/17/2011 0:00,"17,742"
DOH,Facebook,http://www.facebook.com/NYCcondom,11/17/2011 0:00,"17,549"
NYC & Co,Facebook,http://www.facebook.com/nycgo,11/17/2011 0:00,"24,521"
FDNY,Facebook,http://www.facebook.com/FDNYhome,11/17/2011 0:00,"63,634"
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,11/17/2011 0:00,12
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,11/17/2011 0:00,
DOB,Facebook,http://www.facebook.com/NYCBuildings,11/17/2011 0:00,824
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,11/17/2011 0:00,64
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,11/17/2011 0:00,45
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,11/17/2011 0:00,
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,11/17/2011 0:00,13
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,11/17/2011 0:00,
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,11/17/2011 0:00,10
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,11/17/2011 0:00,
MOME,Facebook,http://www.facebook.com/NYCMINY,11/17/2011 0:00,
NYC Gov,Facebook,http://www.facebook.com/nycgov,11/17/2011 0:00,
NYCCFB,Facebook,http://www.facebook.com/nycvotes,11/17/2011 0:00,
NYPD,Facebook,https://www.facebook.com/NYPD,11/17/2011 0:00,
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,11/17/2011 0:00,
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,11/17/2011 0:00,
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,11/17/2011 0:00,
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,11/17/2011 0:00,
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,11/17/2011 0:00,212
DEP,Flickr,http://www.flickr.com/photos/nycep,11/17/2011 0:00,
DOB,Flickr,http://www.flickr.com/photos/nyc_buildings/,11/17/2011 0:00,
DOE,Flickr,http://www.flickr.com/photos/nycschools,11/17/2011 0:00,
DOITT,Flickr,http://www.flickr.com/photos/nyc_doitt,11/17/2011 0:00,
DOT,Flickr,http://www.flickr.com/photos/nycstreets,11/17/2011 0:00,
DPR,Flickr,http://www.flickr.com/photos/nycparks/,11/17/2011 0:00,
DSNY,Flickr,http://flickr.com/nycrecyclemore,11/17/2011 0:00,
EDC,Flickr,http://www.flickr.com/nycedc,11/17/2011 0:00,
FDNY,Flickr,http://www.flickr.com/groups/fdny-ems,11/17/2011 0:00,
HHC,Flickr,http://www.flickr.com/hhcnyc,11/17/2011 0:00,
LMEC,Flickr,http://www.flickr.com/photos/nyclatinmedia/,11/17/2011 0:00,
LPC,Flickr,http://www.flickr.com/photos/nyclandmarks,11/17/2011 0:00,
Materials for the Arts,Flickr,http://www.flickr.com/photos/materialsforthearts,11/17/2011 0:00,
Mayor's Office,Flickr,http://www.flickr.com/photos/nycmayorsoffice/,11/17/2011 0:00,
NYC Digital,Flickr,http://www.flickr.com/photos/nycdigital/,11/17/2011 0:00,
NYCHA,Flickr,http://www.flickr.com/photos/nychapics,11/17/2011 0:00,
PlaNYC,Flickr,http://www.flickr.com/photos/planyc/,11/17/2011 0:00,
Prob,Flickr,http://www.flickr.com/photos/nycprobation/,11/17/2011 0:00,
SnowUpdate,Flickr,http://www.flickr.com/groups/1604085@N23/,11/17/2011 0:00,
HRA,Flickr,http://www.flickr.com/people/nychra/,11/17/2011 0:00,
DSNY,Flickr,http://www.flickr.com/photos/86722064@N03/,11/17/2011 0:00,
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,11/17/2011 0:00,69
DOH,Foursquare,https://foursquare.com/nychealthy,11/17/2011 0:00,37
DOT,Foursquare,http://foursquare.com/user/7474166,11/17/2011 0:00,3
DPR,Foursquare,https://foursquare.com/nycparks,11/17/2011 0:00,"8,392"
EDC,Foursquare,https://foursquare.com/user/3045331,11/17/2011 0:00,1
FDNY,Foursquare,https://foursquare.com/fdny,11/17/2011 0:00,
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,11/17/2011 0:00,
NYC Gov,Foursquare,http://foursquare.com/nycgov,11/17/2011 0:00,
NYC Gov,Foursquare (Badge Unlock),https://foursquare.com/nycgov,11/17/2011 0:00,
NYCHA,Foursquare,https://foursquare.com/nycha,11/17/2011 0:00,317
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,11/17/2011 0:00,
DOT,Instagram,http://web.stagram.com/n/nyc_dot,11/17/2011 0:00,
DOH,iPhone,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,11/17/2011 0:00,
311,iPhone App,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,11/17/2011 0:00,"16,879"
DOH,iPhone app,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,11/17/2011 0:00,"8,041"
DSNY,iPhone App,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,11/17/2011 0:00,171
DSNY,iPhone App,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,11/17/2011 0:00,142
DOT,iPhone app,You The Man,11/17/2011 0:00,"2,635"
Mayor's Office,iPhone App,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,11/17/2011 0:00,"3,186"
MOME,iPhone App,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,11/17/2011 0:00,944
MOME,iPhone App,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,11/17/2011 0:00,350
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,11/17/2011 0:00,206
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,11/17/2011 0:00,"1,378"
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,11/17/2011 0:00,"14,606"
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,11/17/2011 0:00,
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,11/17/2011 0:00,
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,11/17/2011 0:00,
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,11/17/2011 0:00,
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,11/17/2011 0:00,
SBS,Linked-In,http://www.linkedin.com/company/workforce1,11/17/2011 0:00,117
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,11/17/2011 0:00,110
NYC Digital: external newsletter,Newsletter,,11/17/2011 0:00,
NYC Gov,Newsletter,0,11/17/2011 0:00,"543,533"
NYCHA,Newsletter,,11/17/2011 0:00,
OEM,Newsletter,,11/17/2011 0:00,
,nyc.gov,2800000,11/17/2011 0:00,
nycgov,Pinterest,http://pinterest.com/nycgov,11/17/2011 0:00,
DOH,Pinterest,http://pinterest.com/nychealth,11/17/2011 0:00,
FDNY,Pinterest,http://pinterest.com/fdnyhome/,11/17/2011 0:00,
OEM,Newsletter,,12/30/2011 0:00,
DRIS,Pinterest,http://pinterest.com/recordsnyc,11/17/2011 0:00,
DOE,SMS,877877,11/17/2011 0:00,382
NYCHA,SMS,,11/17/2011 0:00,
OEM,SMS,,11/17/2011 0:00,"61,652"
NYC Digital,Tumblr,http://nycdigital.tumblr.com,11/17/2011 0:00,"1,077"
Change By Us,Tumblr,http://nycchangebyus.tumblr.com/,11/17/2011 0:00,
DOB,Tumblr,http://nycbuildings.tumblr.com,11/17/2011 0:00,
DOH,Tumblr,http://nychealth.tumblr.com/,11/17/2011 0:00,
DOH,Tumblr,http://mygooddognyc.tumblr.com/,11/17/2011 0:00,
DOT,Tumblr,http://thedailypothole.tumblr.com ,11/17/2011 0:00,
EDC,Tumblr,http://nycedc.tumblr.com/,11/17/2011 0:00,819
HRA,Tumblr,http://nycdads.tumblr.com,11/17/2011 0:00,
NYC & Co,Tumblr,nycgo.tumblr.com,11/17/2011 0:00,
NYC Digital,Tumblr,madeinny.tumblr.com,11/17/2011 0:00,
NYC Digital,Tumblr,http://nycopendata.tumblr.com,11/17/2011 0:00,
NYC Gov,Tumblr,nycgov.tumblr.com,11/17/2011 0:00,
OEM,Tumblr,http://nyccert.tumblr.com/,11/17/2011 0:00,
OEM,Tumblr,http://nyccitizencorpscouncil.tumblr.com/,11/17/2011 0:00,
OMB,Tumblr,http://nycarra.tumblr.com,11/17/2011 0:00,
TLC,Tumblr,http://nyctlc.tumblr.com/,11/17/2011 0:00,
OEM,Tumblr,http://oempublicprivate.tumblr.com/,11/17/2011 0:00,
DOITT,Tumblr,http://nycdoitt.tumblr.com/,11/17/2011 0:00,
Young Mens Initiative,Tumblr,http://nycyoungmen.tumblr.com ,11/17/2011 0:00,
FDNY,Tumblr,http://fdny.tumblr.com/,11/17/2011 0:00,
SBS,Tumblr,http://nycheighborhoods.tumblr.com,11/17/2011 0:00,
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,11/17/2011 0:00,6
SBS,Twitter,https://twitter.com/NYCWorkforce1,11/17/2011 0:00,132
City Store,Twitter,http://twitter.com/citystorenyc,11/17/2011 0:00,67
LPC,Twitter,https://twitter.com/NYCLPC,11/17/2011 0:00,186
DOE,Twitter,http://twitter.com/alumny,11/17/2011 0:00,116
OEM,Twitter,http://twitter.com/NYCOEM,11/17/2011 0:00,135
NYC & Co,Twitter,http://twitter.com/nycgoshop,11/17/2011 0:00,210
LMEC,Twitter,http://twitter.com/nyclmew,11/17/2011 0:00,232
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,11/17/2011 0:00,183
HRA,Twitter,http://twitter.com/nychra,11/17/2011 0:00,288
NYC Digital,Twitter,http://twitter.com/nycdigital,11/17/2011 0:00,398
energyNYC,Twitter,http://twitter.com/energy_nyc,11/17/2011 0:00,257
DFTA,Twitter,http://twitter.com/NYCaging,11/17/2011 0:00,347
DOE,Twitter,http://twitter.com/TheFundforPS,11/17/2011 0:00,284
MOPD,Twitter,http://twitter.com/nyc_mopd,11/17/2011 0:00,381
NYCCFB,Twitter,http://twitter.com/NYCCFB,11/17/2011 0:00,336
EDC,Twitter,http://twitter.com/AppSciNYC,11/17/2011 0:00,610
DOB: Cool Roofs,Twitter,http://twitter.com/nycCoolRoofs,11/17/2011 0:00,474
DOE,Twitter,http://twitter.com/nyctf,11/17/2011 0:00,503
,nyc.gov,2800000,12/30/2011 0:00,
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,11/17/2011 0:00,478
City Charter,Twitter,http://twitter.com/CityCharterNYC,11/17/2011 0:00,595
DFTA,Twitter,http://www.twitter.com/timebanksnyc,11/17/2011 0:00,670
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,11/17/2011 0:00,885
MOME,Twitter,http://www.twitter.com/madeinny,11/17/2011 0:00,"1,082"
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,11/17/2011 0:00,"1,118"
DOI,Twitter,http://twitter.com/DOINews,11/17/2011 0:00,"1,332"
DCA,Twitter,http://twitter.com/nycdca,11/17/2011 0:00,"1,355"
DOE,Twitter,http://twitter.com/iteachnyc,11/17/2011 0:00,"1,287"
CAU,Twitter,www.twitter.com/mayorscau,11/17/2011 0:00,"1,449"
HHC,Twitter,http://twitter.com/HHCnyc,11/17/2011 0:00,"1,663"
MOIA,Twitter,https://twitter.com/NYCimmigrants,11/17/2011 0:00,"1,605"
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,11/17/2011 0:00,"2,083"
DEP,Twitter,http://twitter.com/nycwater,11/17/2011 0:00,"2,192"
DOITT,Twitter,http://twitter.com/nycdoitt,11/17/2011 0:00,"2,267"
PlaNYC,Twitter,http://twitter.com/PlaNYC,11/17/2011 0:00,"2,294"
DYCD,Twitter,http://twitter.com/nycyouth,11/17/2011 0:00,"2,260"
NYCService,Twitter,http://twitter.com/nycservice,11/17/2011 0:00,"2,372"
TLC,Twitter,http://twitter.com/NYCTaxi,11/17/2011 0:00,"2,466"
DOB,Twitter,http://twitter.com/nyc_buildings,11/17/2011 0:00,"2,705"
NYCHA,Twitter,http://twitter.com/NYCHA,11/17/2011 0:00,"3,184"
MOME,Twitter,http://www.twitter.com/nyc_media,11/17/2011 0:00,"5,405"
EDC,Twitter,http://twitter.com/nycedc,11/17/2011 0:00,"5,703"
DOH,Twitter,http://twitter.com/nycHealthy,11/17/2011 0:00,"6,083"
NYC Digital,Twitter,http://twitter.com/nycgov,11/17/2011 0:00,"8,356"
311,Twitter,http://www.twitter.com/NYCASP,11/17/2011 0:00,"8,691"
DOT,Twitter,http://twitter.com/NYC_DOT,11/17/2011 0:00,"12,088"
FDNY,Twitter,http://www.twitter.com/FDNY,11/17/2011 0:00,"18,182"
DOE,Twitter,http://twitter.com/NYCSchools,11/17/2011 0:00,"18,558"
DPR,Twitter,http://twitter.com/NYCParks,11/17/2011 0:00,"18,824"
NYPD,Twitter,http://twitter.com/NYPDnews,11/17/2011 0:00,"23,472"
311,Twitter,http://www.twitter.com/311NYC,11/17/2011 0:00,"22,730"
OEM,Twitter,http://twitter.com/NotifyNYC,11/17/2011 0:00,"34,996"
NYC & Co,Twitter,http://twitter.com/nycgo,11/17/2011 0:00,"44,829"
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,11/17/2011 0:00,"57,050"
Change by Us,Twitter,www.twitter.com/ChangebyUs_NYC,11/17/2011 0:00,639
DHS,Twitter,www.twitter.com/nycdhs,11/17/2011 0:00,96
DOF,Twitter,https://twitter.com/nycfinance,11/17/2011 0:00,
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,11/17/2011 0:00,
DSNY,Twitter,www.twitter.com/nycrecycles,11/17/2011 0:00,11
FDNY,Twitter,https://twitter.com/joinFDNY,11/17/2011 0:00,
Materials for the Arts,Twitter,https://twitter.com/mftanyc,11/17/2011 0:00,
MOAE,Twitter,http://twitter.com/youcantoonyc,11/17/2011 0:00,1
NYC Digital,Twitter,https://twitter.com/nycgob,11/17/2011 0:00,
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,11/17/2011 0:00,
NYCCFB,Twitter,http://twitter.com/NYCVotes,11/17/2011 0:00,
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,11/17/2011 0:00,105
Prob,Twitter,www.twitter.com/nycprobation,11/17/2011 0:00,4
Vets,Twitter,http://twitter.com/NYCVeterans,11/17/2011 0:00,141
DRIS,Twitter,https://twitter.com/NYCRecords,11/17/2011 0:00,
YMI,Twitter,http://www.twitter.com/nycyoungmen,11/17/2011 0:00,
DOE,Vimeo,http://vimeo.com/nycschools,11/17/2011 0:00,
NYCSevereWeather,WordPress,http://nycsevereweather.wordpress.com/,11/17/2011 0:00,
311,WordPress,http://311nyc.wordpress.com/,11/17/2011 0:00,
DOITT,WordPress,http://nycitymap.wordpress.com/,11/17/2011 0:00,
DOITT,WordPress,http://nycitt.wordpress.com/,11/17/2011 0:00,
HHS,WordPress,http://hsdatanyc.wordpress.com/,11/17/2011 0:00,
HHS,WordPress,http://hsdata-nyc.org,11/17/2011 0:00,
LMEC,WordPress,http://lmew.wordpress.com/,11/17/2011 0:00,
Materials for the Arts,WordPress,http://mfta.wordpress.com/,11/17/2011 0:00,
MOIA,WordPress,http://ihwnyc.wordpress.com,11/17/2011 0:00,
SBS,WordPress,http://nycworkforce1partners.wordpress.com/,11/17/2011 0:00,
SBS,WordPress,http://workforce1.org,11/17/2011 0:00,
SimpliCity,WordPress,http://nycsimplicity.wordpress.com/,11/17/2011 0:00,
DOE,YouTube,http://www.youtube.com/thefundforps,11/17/2011 0:00,1
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,11/17/2011 0:00,1
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,11/17/2011 0:00,5
Probation,YouTube,http://www.youtube.com/NYCProbation,11/17/2011 0:00,7
DOITT,YouTube,http://www.youtube.com/doittnews,11/17/2011 0:00,24
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,11/17/2011 0:00,11
HRA,YouTube,http://www.youtube.com/user/HRANYC,11/17/2011 0:00,18
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,11/17/2011 0:00,21
HHC,YouTube,http://www.youtube.com/HHCnyc,11/17/2011 0:00,31
DOE,YouTube,http://www.youtube.com/nycschools,11/17/2011 0:00,43
DYCD,YouTube,http://www.youtube.com/dycdnyc,11/17/2011 0:00,50
OEM,YouTube,http://www.youtube.com/nycoem,11/17/2011 0:00,52
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,11/17/2011 0:00,68
EDC,YouTube,http://www.youtube.com/NYCEDC,11/17/2011 0:00,97
MOME,YouTube,http://www.youtube.com/nycmedia25,11/17/2011 0:00,109
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,11/17/2011 0:00,190
DOT,YouTube,http://www.youtube.com/NYCDOT,11/17/2011 0:00,315
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,11/17/2011 0:00,586
NYPD,YouTube,http://www.youtube.com/nypd,11/17/2011 0:00,"2,908"
DOH,YouTube,http://www.youtube.com/NYCHealth,11/17/2011 0:00,
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,11/17/2011 0:00,
Child Services,Youtube,http://www.youtube.com/user/childservices,11/17/2011 0:00,
DCA,YouTube,http://www.youtube.com/nycdca,11/17/2011 0:00,
DOC,YouTube,http://www.youtube.com/user/OFFICIALNYCDOC,11/17/2011 0:00,
DOH,Youtube,http://www.youtube.com/user/drinkingsugar,11/17/2011 0:00,140
DSNY,YouTube,http://www.youtube.com/nycrecyclemore,11/17/2011 0:00,1
Materials for the Arts,YouTube,http://www.youtube.com/user/MaterialsForTheArts,11/17/2011 0:00,
Mayor's Fund,Youtube,http://www.youtube.com/mayorsfundnyc,11/17/2011 0:00,
MOAE,YouTube,http://www.youtube.com/YouCanTooNYC,11/17/2011 0:00,2
NYC Gov,YouTube,http://www.youtube.com/nycgov,11/17/2011 0:00,
NYC Water,Youtube,http://www.youtube.com/nycwater,11/17/2011 0:00,
Veteran's Affairs,Youtube,http://www.youtube.com/channel/UCi6IvOszIb3hHPMUsaNKyXA,11/17/2011 0:00,
DRIS,YouTube,http://www.youtube.com/nycdeptofrecords,11/17/2011 0:00,
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,11/17/2011 0:00,492
nycgov,Google+,https://plus.google.com/u/0/b/104030911277642419611/104030911277642419611/posts/p/pub,11/17/2011 0:00,
TOTAL,TOTAL,TOTAL,11/17/2011 0:00,"1,538,391"
DOH,Android,Condom Finder,12/12/2012 0:00,
DOT,Android,You The Man,12/12/2012 0:00,
MOME,Android,MiNY Venor app,12/12/2012 0:00,343
DOT,Broadcastr,,12/12/2012 0:00,
DPR,Broadcastr,http://beta.broadcastr.com/Echo.html?audioId=670026-4001,12/12/2012 0:00,
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,12/12/2012 0:00,5
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,12/12/2012 0:00,42
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,12/12/2012 0:00,60
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,12/12/2012 0:00,118
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,12/12/2012 0:00,145
MOIA,Facebook,http://www.facebook.com/ihwnyc,12/12/2012 0:00,132
City Store,Facebook,http://www.facebook.com/citystorenyc,12/12/2012 0:00,168
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,12/12/2012 0:00,299
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,12/12/2012 0:00,219
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,12/12/2012 0:00,244
DOB: UrbanCanvas,Facebook,http://www.facebook.com/NYCurbancanvas,12/12/2012 0:00,216
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,12/12/2012 0:00,307
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,12/12/2012 0:00,236
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,12/12/2012 0:00,244
DFTA,Facebook,http://www.facebook.com/timebanksnyc,12/12/2012 0:00,260
DOB: Cool Roofs,Facebook,http://www.facebook.com/coolroofs?sk=wall,12/12/2012 0:00,276
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,12/12/2012 0:00,284
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,12/12/2012 0:00,291
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,12/12/2012 0:00,289
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,12/12/2012 0:00,284
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,12/12/2012 0:00,284
Vets,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,12/12/2012 0:00,312
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,12/12/2012 0:00,294
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,12/12/2012 0:00,377
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,12/12/2012 0:00,361
SICB1,Facebook,https://www.facebook.com/CB1SI,12/12/2012 0:00,325
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,12/12/2012 0:00,369
DCA,Facebook,http://www.facebook.com/NYCDCA,12/12/2012 0:00,370
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,12/12/2012 0:00,383
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,12/12/2012 0:00,404
NYCHA,Facebook,http://www.facebook.com/NYCHA,12/12/2012 0:00,600
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,12/12/2012 0:00,657
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,12/12/2012 0:00,852
Culture,Facebook,https://www.facebook.com/piypnyc,12/12/2012 0:00,698
SBS,Facebook,http://www.facebook.com/NYCBusiness,12/12/2012 0:00,810
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,12/12/2012 0:00,801
DOT,Facebook,http://www.facebook.com/YouTheManNYC,12/12/2012 0:00,874
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,12/12/2012 0:00,"1,364"
HHC,Facebook,http://www.facebook.com/nychhc,12/12/2012 0:00,"1,023"
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,12/12/2012 0:00,"1,102"
GreeNYC,Facebook,https://www.facebook.com/birdienyc,12/12/2012 0:00,"1,244"
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,12/12/2012 0:00,"1,323"
DOH,Facebook,http://www.facebook.com/NYCKnows,12/12/2012 0:00,"1,591"
DOE,Facebook,http://www.facebook.com/nycgrads,12/12/2012 0:00,"1,839"
DEP,Facebook,http://www.facebook.com/nycwater,12/12/2012 0:00,"2,114"
MOME,Facebook,https://www.facebook.com/NYCMedia,12/12/2012 0:00,"2,532"
EDC,Facebook,http://www.facebook.com/NYCEDC,12/12/2012 0:00,"2,793"
